8787b67c73a929ac04df4e6302eb89a8d9bb0ae50b15d11438816079.jpg,Happiness,
599d3384955ef1b98fc0df6018a50374075b09e20d800651e8ba08df.jpg,Anger,
a177053d5acb35ba9483fcbd4fb0666b5ef810808f5e617e9e993d8c.jpg,Happiness,
d0de9d6dbfac7f982d7cff701cbcc7a4d442c62516846956f50b59ae.jpg,Anger,
cd8cdc21f8871731506405b1cca6065c078a24582ec748d7c800a60b.jpg,Neutral,
1f48e82d16b5e2282ffd0ffb37e77008993427c6aa5c4546b431956f.jpg,Anger,
97ba22cdfae7e8cc6e7430418853cf5f11370c0a79e15d172bc17fd6.jpeg,Anger,
0485cfd50d40e7825d3d2347a7c93ea53a2352dc89cd3f5d7f4084ce.jpg,Fear,
cb67f677e2daa7289e176f407ca86113121aa9c0c115b9a0280818db.png,Sadness,
2f6074a17b14eca9cd160bce8c15f73ab7cfce718a1ed156a615a881.jpg,Sadness,
2a041486f1da6d23dbf62886684794da86045c74e02dc4b63e49b502.jpg,Neutral,
d8bd614bcc523911026e3a5979b6e14a3a5c3b391ef6c3daa05734fd.jpg,Neutral,
83bf1e7fa28d3e71bf1433a93750e75c295f715f8d5ff2234c3bf58f.jpg,Sadness,
63ab0e15736ad4df719d6e42299a046434961e68046bb2700f58bc4a.jpg,Surprise,
76ce819934cf05a57606fd69226cc696bacbdcaf176703be6655db53.jpg,Sadness,
62339ca7ba7ecf03b8c5693212c7ead50bf3bbde671fc8e01d108f8d.jpg,Fear,
db026ecd227658a21f0d818d018c5b7ddbcc219038867d7637d010b3.jpg,Surprise,
9b9df19cdce1d520255d4a360816decb210563fcd2c332bea8eebe5f.jpg,Surprise,
c4648eacbce2361797b462236a33434ad1bf4913f5954ae2771a61e8.jpeg,Happiness,
220fea690e1876973df5b0937f5da5252097870cb5aeaf91039b29c1.jpg,Neutral,
bf52a6bb371ad79ea88b7b3ec9cc026142edb5af4e16621b8593c13e.jpg,Neutral,
ed6bf28c740949ea3f2642399ac8438c37d1b4c6339e2b477b263b2f.jpg,Sadness,
d8809e77ca4a206ecf0272c588fbb8401cb2cd46e43ebf52d2127fd7.jpg,Neutral,
73ed0dec4d11b889dcf5554a2fe9c9ba5705c5d57706adf492f54858.jpg,Anger,
0793c6653005e9eeea79f78876e29f7445c50a6481e09da9ae5ac040.jpg,Anger,
b3be6d6895d6ad8f520a9a806f794eb94b1c6edca2875f2a8d203389.jpg,Happiness,
97659b5c9143def53f0d814d393b5a3b9400788c8523875545b00e86.jpg,Neutral,
a2d4fe74d9cd5a0c481c5ba1ef57687e1d4feee8e5eb32f753762fe0.jpg,Neutral,
59d972964c3a8e2ff07856911f8582f7f7765d6cf884c84197d02865.jpg,Happiness,
06067b0cc1e107e5afaf38c380f84d12c2ebc9419fde6c588b319ae4.jpg,Neutral,
17ca520957648c9bea23f68db0293b71fb87d08bc7f3e073c16d53e1.jpg,Neutral,
8493519b6a8009ee5fef6b132059036a21a3df415b73e26240f75732.jpg,Neutral,
dab6ed8c137e63c0ba0347bd0da1cc3b48a02af12c2075e967d0161f.jpg,Anger,
d06d17af89485cc295f33b0eea5caa37a61290db46b2c33aec372da7.jpg,Sadness,
e8c64bea899d75ff797976f1ff126cd8557da70aa3938145c0b2d936.jpg,Neutral,
985f1e06d3295482581c3e683014ed2f156d43dd7bf2df041edb45e5.jpg,Sadness,
922d5a7a06212705b3bc939af59009d2fc4816835bcf7bfc25991ade.jpg,Anger,
7762db68f97d3bf042c5111c12d12c51a8eac94bbfd66bbdc463a241.jpg,Sadness,
